x-kolam 1,y-kolam 1
-1.7133709935958643,150.24878906288362
-2.2891867325593958,149.6729733239201
-2.8650024715229274,149.6729733239201
-3.4408182104864595,149.6729733239201
-4.016633949449991,149.6729733239201
-4.592449688413522,149.6729733239201
-5.168265427377054,149.09715758495656
-5.744081166340586,148.52134184599302
-6.319896905304118,148.52134184599302
-6.895712644267649,147.9455261070295
-7.471528383231181,147.9455261070295
-8.047344122194714,147.36971036806597
-8.623159861158245,147.36971036806597
-9.198975600121775,146.79389462910245
-9.774791339085308,146.2180788901389
-10.35060707804884,145.64226315117537
-10.926422817012371,145.06644741221186
-11.502238555975902,145.06644741221186
-12.078054294939434,144.49063167324832
-12.078054294939434,143.91481593428477
-12.653870033902967,143.33900019532126
-13.229685772866498,142.76318445635772
-13.229685772866498,142.18736871739418
-13.805501511830029,141.61155297843067
-14.381317250793561,141.03573723946712
-14.381317250793561,140.45992150050358
-14.381317250793561,139.88410576154004
-14.957132989757092,139.30829002257653
-15.532948728720623,138.732474283613
-15.532948728720623,138.15665854464945
-15.532948728720623,137.58084280568593
-15.532948728720623,137.0050270667224
-15.532948728720623,136.42921132775888
-16.108764467684157,135.85339558879534
-16.684580206647688,135.2775798498318
-16.684580206647688,134.70176411086828
-16.684580206647688,134.12594837190474
-16.684580206647688,133.5501326329412
-16.684580206647688,132.9743168939777
-16.684580206647688,132.39850115501415
-16.684580206647688,131.8226854160506
-16.684580206647688,131.2468696770871
-16.684580206647688,130.67105393812355
-16.108764467684157,130.09523819916004
-16.108764467684157,129.5194224601965
-15.532948728720623,128.94360672123295
-15.532948728720623,128.36779098226944
-15.532948728720623,127.7919752433059
-15.532948728720623,127.21615950434237
-14.957132989757092,126.64034376537882
-14.957132989757092,126.06452802641529
-14.381317250793561,125.48871228745176
-14.381317250793561,124.91289654848823
-14.381317250793561,124.33708080952469
-13.805501511830029,123.76126507056117
-13.229685772866498,123.18544933159764
-13.229685772866498,122.60963359263411
-12.653870033902967,122.03381785367057
-12.078054294939434,121.45800211470704
-11.502238555975902,120.88218637574352
-10.926422817012371,120.30637063677997
-10.35060707804884,119.73055489781645
-9.774791339085308,119.15473915885292
-9.198975600121775,118.57892341988939
-8.623159861158245,118.00310768092585
-8.047344122194714,117.42729194196232
-7.471528383231181,116.8514762029988
-6.895712644267649,116.27566046403527
-6.319896905304118,115.69984472507173
-5.744081166340586,115.1240289861082
-5.168265427377054,114.54821324714467
-4.592449688413522,113.97239750818115
-4.016633949449991,113.3965817692176
-3.4408182104864595,112.82076603025406
-2.8650024715229274,112.24495029129054
-2.2891867325593958,111.669134552327
-1.7133709935958643,111.09331881336347
-1.1375552546323324,110.51750307439994
-0.5617395156688009,109.9416873354364
0.014076223294730815,109.36587159647287
0.014076223294730815,108.79005585750934
0.014076223294730815,108.21424011854582
0.5898919622582625,107.63842437958228
0.014076223294730815,107.63842437958228
0.5898919622582625,107.63842437958228
1.165707701221794,107.06260864061875
1.741523440185326,106.48679290165522
2.3173391791488576,105.9109771626917
2.893154918112389,105.33516142372815
3.468970657075921,104.75934568476463
4.044786396039452,104.1835299458011
4.620602135002984,103.60771420683757
5.196417873966515,103.03189846787403
5.772233612930048,102.4560827289105
6.34804935189358,101.88026698994697
6.92386509085711,101.30445125098345
7.499680829820643,100.7286355120199
8.075496568784175,100.15281977305638
8.651312307747705,99.57700403409285
9.227128046711238,99.00118829512931
9.80294378567477,98.42537255616577
10.378759524638301,97.84955681720224
10.954575263601832,97.2737410782387
11.530391002565365,96.69792533927517
12.106206741528895,96.12210960031165
12.682022480492426,95.54629386134812
13.25783821945596,94.97047812238458
13.833653958419491,94.39466238342105
14.409469697383022,93.81884664445752
14.985285436346555,93.243030905494
15.561101175310085,92.66721516653045
16.136916914273616,92.09139942756693
16.71273265323715,91.5155836886034
17.28854839220068,90.93976794963987
17.864364131164212,90.36395221067633
18.440179870127746,89.7881364717128
19.015995609091274,89.21232073274928
19.591811348054808,88.63650499378573
20.16762708701834,88.06068925482221
20.74344282598187,87.48487351585868
21.319258564945404,86.90905777689515
21.895074303908935,86.33324203793161
22.470890042872465,85.75742629896808
23.046705781836,85.18161056000456
23.62252152079953,84.60579482104103
